,Unnamed: 0,Title,Summary,Link,Time,Source,Category,Address,State,Zip
246,424,Florida man gets life sentence for shooting man over i-Phone,"- A Florida man has been sentenced to life in prison for killing another man after arranging online to buy an iPhone.

The Ledger reports that 28-year-old Victor Manns Jr. was sentenced Wednesday after being convicted of first-degree murder.

Police say 21-year-old Jeffery Morrow Jr. and a friend had agreed to meet Manns in a Lakeland parking lot in September 2016. They had met through the online marketplace Letgo.

The friend showed Manns the iPhone, and Manns snatched it and ran away. Morrow grabbed a shotgun from his truck and he and the friend then chased Manns. Investigators say Manns was also armed and fatally shot Morrow.

A defense lawyer argued that Manns had given a false confession to deputies shortly after his arrest.

",http://www.fox35orlando.com/news/local-news/florida-man-gets-life-sentence-for-shooting-man-over-i-phone,2019-04-26T10:51:33Z,FOX 35 ORLANDO,Florida Man,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
262,449,"Florida man on meth attacks mattress while looking for man 'hiding inside,' police say","A Fort Walton Beach man is in jail after allegedly smoking methamphetamine and holding his girlfriend against her will while he attacked their mattress.

Felipe Oquendo, 37, is charged with false imprisonment and possession of drug

paraphernalia in connection with an incident early Friday morning.

Okaloosa County Sheriff’s Office deputies were called to the home on Willow Bend

Boulevard around 1:10 a.m. Friday. The caller said Oquendo had started acting erratically and accused her of cheating on him with a man in the mattress.

Felipe Oquendo (Photo: Okaloosa County Sheriff's Office)

She claimed Oquendo had stabbed the mattress with a bedpost, then ripped it apart

with his hands. He then locked the bedroom door and refused to let the woman leave, but she was able to escape while he was preoccupied with the mattress, according to an arrest report.

When deputies arrived, Oquendo reportedly told them he had felt the mattress moving. He said had asked his girlfriend to help him figure out what was happening, but had not prevented her from leaving, according to the report.

Oquendo told OCSO deputies he was fighting the man in the mattress, holding him

down when they arrived, but the man then slipped out and left.

He admitted to smoking methamphetamine earlier in the day, and deputies found a glass pipe in his possession they believed was used for narcotics.

Oquendo was taken into custody and booked into Okaloosa County Jail.

Kevin Robinson can be reached at krobinson4@pnj.com or 850-435-8527.

Read or Share this story: https://www.pnj.com/story/news/2019/04/26/florida-man-meth-fights-mattress-man-hiding-inside-police-say/3587017002/",http://rssfeeds.pnj.com/~/601218068/0/pensacola/home~Florida-man-on-meth-attacks-mattress-while-looking-for-man-aposhiding-insideapos-police-say/,2019-04-26T11:54:29Z,Pensacola News Journal,Florida Man,"101 E Romana St, Pensacola, FL 32502, USA",FL,32502
281,474,"Florida man hits mother in fight over loud music, sheriff says",,http://cbs12.com/news/local/florida-man-hits-mother-in-fight-over-loud-music-sheriff-says,2019-04-26T16:53:12Z,WPEC,Florida Man,"1100 Fairfield Dr, West Palm Beach, FL 33407, USA",FL,33407
319,521,South Florida man arrested after fatally shooting neighbor during dog dispute,"Police say Ian Stefan fatally shot another man who confronted Stefan about walking his dog without a leash.

WEST PALM BEACH, Fla. - A South Florida man was arrested Thursday after fatally shooting his neighbor during a dispute about a dog, police said.

Ian Stefan, 26, of West Palm Beach, faces a charge of second-degree murder.

West Palm Beach police said Stefan shot and killed Slobodan Jakovljevic, 68, during a Feb. 5 argument at the Park Place Apartments.

According to a probable cause affidavit, Stefan was walking his dog through the complex without a leash when Jakovljevic confronted him about it.

""Stefan responded, but the response is unknown,"" which upset Jakovljevic, Detective Andrea Branch wrote in the affidavit.

Jakovljevic charged at Stefan with his fists clinched, at which time Stefan pulled out a gun and shot Jakovljevic in the chest, police said.

According to the affidavit, ""no words or physical altercation ensued as Jakovljevic was moving toward Stefan.""

Stefan then called 911.

""I was about to be attacked for not having my dog on a leash by a man I've had previous issues with,"" Stefan told the 911 dispatcher, police said.

Stefan went on to say that he was scared for his life when he pulled out his gun. Police said he had a permit to carry a concealed weapon.

When the 911 dispatcher asked Stefan if he shot somebody, Stefan replied, ""Yes, I did.""

But police said Stefan did not try to help Jakovljevic after the shooting, refusing to administer CPR.

""He's completely blooded out and he's not breathing anymore. I'm sorry,"" Stefan told the 911 dispatcher, police said.

Members of the homeowners association told police ""there were only a few issues"" between the men, involving Stefan's dog not being on a leash and Stefan not reporting guests to security.

""No board member interviewed during this investigation ever witnessed anything physical between Stefan and Jakovlevic,"" the affidavit said.

The investigation concluded that Stefan's actions were ""imminently dangerous and there is no reasonable explanation for him to have shot and killed Slobodan Jakovljevic over a strictly verbal dispute involving an unleashed dog,"" Branch wrote.

Copyright 2019 by WPLG Local10.com - All rights reserved.",https://www.local10.com/news/florida/palm-beach-county/south-florida-man-arrested-after-fatally-shooting-neighbor-during-dog-dispute,2019-04-26T14:15:10Z,WPLG,Florida Man,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
321,523,"Florida Man, Dan Johnson, Stabbed Nephew For Hogging Bathroom","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/04/dan-johnson-mugshot.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/dan-johnson-mugshot.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/dan-johnson-mugshot.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A Florida man reportedly stabbed his nephew multiple times after he became enraged because he was taking too long in the bathroom.",https://miami.cbslocal.com/2019/04/25/florida-man-dan-johnson-stabbed-nephew-for-hogging-bathroom/,2019-04-25T15:36:30Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
359,570,Florida man who gunned down family can now get out of jail if he finds the money,"- A Seminole County man accused of killing three family members can now get out of jail if he finds the money.

A judge has set the bond at $750,000 for Grant Amato, a man that prosecutors say gunned down his parents and brother at their Chuluota home.

Amato cannot use any money from the death of his relatives, like an inheritance or a life insurance policy.",http://www.fox35orlando.com/news/local-news/florida-man-who-gunned-down-family-can-now-get-out-of-jail-if-he-finds-the-money,2019-04-26T00:36:58Z,FOX 35 ORLANDO,Florida Man,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
361,573,Florida man catches flesh-eating bacteria while fishing,"TAMPA, Fla. (AP) - A Florida man is being treated for flesh-eating bacteria he contracted while fishing in the Gulf of Mexico.

Mike Walton tells Tampa television station WFTS that he was stuck by a fish hook while fishing about 20 miles (32 kilometers) off the coast of Palm Harbor on Saturday. He later went to a hospital, where he received antibiotics for his hand, which had started swelling.

Walton says that by Easter Sunday, there were black bubbles growing on his injured hand. He was rushed to Tampa General Hospital where infectious disease doctors began treating him.

He says doctors considered amputating his arm, but were able to remove bacteria.

Walton said he's expected to be released from the hospital Thursday and will be on antibiotics for a month.

Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",https://www.news4jax.com/news/florida/florida-man-catches-flesh-eating-bacteria-while-fishing,2019-04-25T13:14:35Z,WJXT,Florida Man,"4 Broadcast Pl, Jacksonville, FL 32207, USA",FL,32207
375,596,Minor cut leads to flesh-eating infection on Florida man's hand. Black blisters were sign something was very wrong.,"CLOSE Learn the signs and treatment of the rare disease ""necrotizing fasciitis."" USA TODAY

A Florida man said he is lucky to be alive after a minor prick from a fishing hook led to a life-threatening, flesh-eating bacterial infection.

Fisherman Mike Walton caught his hand in a fishing hook in the Gulf of Mexico days ago, and didn't think much of it, he told Tampa Bay's WFTS. It's an injury he said he's had hundreds of times while fishing.

But, his hand began to swell — with large black blisters. Usual antibiotics weren't working. So, Walton drove himself to an emergency room, where doctors told him he needed surgery or he might lose his arm or worse.

More: MRSA found during autopsy of Naples inmate, who died on expected release date

“They said in a few hours, this would have gone up my arm into my chest and I wouldn’t have been here. There was no saving me,” Walton told Florida's FOX 13.

Doctors considered amputating his arm, but were able to remove the bacteria from skin tissue between his elbow and the palm of his hand, he said.

""I got real lucky on this one,"" he told WFTS.

The flesh-eating infection, necrotizing fasciitis, is rare and can be deadly. Bacteria that causes it can enter the body through even small breaks in the skin and spreads quickly, according to the Centers for Disease Control and Prevention.

Walton, who works in construction, said this injury won't stop him from fishing in the future.

""I want to go right now,"" he said. ""It ain't going to slow me down. It's one thing I enjoy.""

NEWSLETTERS Get the News Alerts newsletter delivered to your inbox We're sorry, but something went wrong Get alerted to the latest stories to stay on top of the news. Please try again soon, or contact Customer Service at 1-844-900-7105. Delivery: Varies Invalid email address Thank you! You're almost signed up for News Alerts Keep an eye out for an email to confirm your newsletter registration. More newsletters

Doctors told Walton the infection is contained, he said, but he'll likely need to be on antibiotics for another month, and require additional weeks to heal.

Follow Ashley May on Twitter: @AshleyMayTweets

In 2018: Woman dies from brain-eating amoeba after using neti pot with filtered tap water

And: Woman dies from 'flesh-eating' bacteria after eating oysters

Also: 'Flesh-eating bacteria' case: Meet the man who survived Vibrio vulnificus

In 2016: Man died 'horror-movie' death from flesh-eating bacteria

Flesh-eating bacteria infects Florida man fishing off coast of Palm Harbor in Gulf of Mexico; @NicoleSGrigg shares his story >> https://t.co/pOkYNbJI28pic.twitter.com/g3RC1hWf6z — ABC Action News (@abcactionnews) April 24, 2019

Read or Share this story: https://www.naplesnews.com/story/news/local/2019/04/26/flesh-eating-bacteria-necrotizing-fasciitis-hits-fishing-florida-man/3589885002/",http://rssfeeds.naplesnews.com/~/601223446/0/naples/home~Minor-cut-leads-to-flesheating-infection-on-Florida-manaposs-hand-Black-blisters-were-sign-something-was-very-wrong/,2019-04-26T14:39:02Z,Naples Daily News,Florida Man,"1100 Immokalee Rd, Naples, FL 34110, USA",FL,34110
377,599,Florida man contracts flesh-eating bacteria while fishing,"TAMPA, Fla. - A Florida man is being treated for flesh-eating bacteria he contracted while fishing in the Gulf of Mexico.

Mike Walton told WFTS-TV that he was stuck by a fish hook Saturday while fishing about 20 miles off the coast of Palm Harbor. He later went to a hospital, where he received antibiotics for his hand, which had started swelling.

Walton said that by Easter Sunday, there were black bubbles growing on his injured hand. He was rushed to Tampa General Hospital where infectious disease doctors began treating him.

He said doctors considered amputating his arm, but were able to remove the bacteria.

Walton said he's expected to be released from the hospital Thursday and will be on antibiotics for a month.

Copyright 2019 by WKMG ClickOrlando - All rights reserved.",https://www.clickorlando.com/health/florida-man-contracts-flesh-eating-bacteria-while-fishing,2019-04-25T11:12:27Z,WKMG,Florida Man,"4466 N John Young Pkwy, Orlando, FL 32804, USA",FL,32804
392,623,South Florida man waits 2 years to receive title for purchased motorcycle,"<p>A South Florida man got the motor running on his new motorcycle and was all set to head out on the highway, but there's one big problem.</p>

<p>Ruben Mendez recently purchased a Honda Magna V-30 motorcycle that has just 14,000 miles on it.</p>

<p>""I've changed all the hoses on it, gave her a tune up, put a fairing, some extra spot lights and a couple of trunks in there,"" he said. ""All I need right now is some tires and a tag to get her on the road, and she's ready to go."" </p>

<p>Mendez told Local 10's Leave it to Layron team that he spotted the motorcycle at a neighbor's house and that neighbor eventually agreed to sell it to him.</p>

<p>Mendez said he began making monthly $50 payments on the motorcycle on Jan. 14, 2017, until the bike was paid for to the sum of $1,000, which was agreed upon by him and the seller.</p>

<p>""Every time I paid, I signed. He received, he signed,"" Mendez said. </p>

<p>Mendez took possession of the bike and said the seller moved out of the neighborhood, although he would still come by to receive payments.</p>

<p>Mendez said he took a motorcycle endorsement class and kept making his payments until last September when the final payment was due. </p>

<p>""My payment, my title, goodbye and we're done,"" he said. </p>

<p>But when it was time to hand over the title, Mendez said the seller ghosted him.</p>

<p>""No call, no show. The last address I went to, he doesn't live there,"" Mendez said. ""No emails, no voicemails, no texts -- no anything.""</p>

<p>Mendez said he has gone to numerous places to find out how he can aquire a tag for the motorcycle but has turned up empty-handed.</p>

<p>""Nobody could give me answers,"" he said. ""In fact, I went to a tag agency on Sheridan Street, and I explained to the man what was going on with me, and he just looked at me boldly and said, 'Well, I guess you have a bike you can't ride.' So that's when I got fed up and said, 'I got to make a phone call,' and you're the phone call.""</p>

<p>It's a good thing Mendez did keep his detailed ledger and contract.</p>

<p>The LITL team contacted the county tax collector's office, which said the ledger, the receipts, the signatures, the title and VIN could all be presented to a clerk of court.</p>

<p>A court order could then be issued, granting Mendez ownership of the bike. All he'd have to do from there is present that order to the DMV to get his title and tags.</p>

<p>""(I) just want to ride the bike, pop wheelies, cause all kinds of Hades and be free like a bird,"" Mendez said. ""That's all I want to do, is just ride.""</p>

<p>   </p>",https://www.local10.com/consumer/leave-it-to-layron/south-florida-man-waits-2-years-to-receive-title-for-purchased-motorcycle,2019-04-25T22:26:40Z,WPLG,Florida Man,"3401 W Hallandale Beach Blvd, Pembroke Park, FL 33023, USA",FL,33023
434,674,"SRSO: Florida man brings drugs to a drug bust, gets himself busted","A Milton man is in jail after allegedly walking up to the scene of a drug bust while carrying methamphetamine in his pocket, according to an arrest report.

Jimmy Dean Phillips, 42, was charged with possession of illegal narcotics Tuesday night.

At the time of the arrest, the Santa Rosa County Sheriff's Office Narcotics Unit was executing a search warrant at a residence in the 5400 block of Cherub Circle in Milton.

Jimmy Phillips (Photo: Santa Rosa County Jail)

The home's resident, Jennifer Holly Campbell, 36, was arrested when deputies reportedly found meth, heroin, marijuana and Oxycodone pills in the house.

Deputies also reported finding drug paraphernalia such as multiple digital scales, plastic baggies and a notebook investigators believe contained prices for the narcotics.

While deputies were searching the home, Phillips reportedly walked up to two deputies in the yard — one with a badge around their neck and another in a Sheriff's Office vest.

Phillips told the deputies he was there to see Campbell, and the deputies searched him. According to the report, they found meth in his pocket and took him into custody.

Jennifer Campbell (Photo: Santa Rosa County Jail)

According to jail records, Phillips is being held in Santa Rosa County Jail without bond. Campbell was released Wednesday on $7,500 bond.

Kevin Robinson can be reached at krobinson4@pnj.com or 850-435-8527.

Read or Share this story: https://www.pnj.com/story/news/2019/04/24/florida-man-brings-drugs-drug-bust-gets-himself-busted-srso-says/3565425002/",http://rssfeeds.pnj.com/~/601154656/0/pensacola/home~SRSO-Florida-man-brings-drugs-to-a-drug-bust-gets-himself-busted/,2019-04-24T16:23:47Z,Pensacola News Journal,Florida Man,"101 E Romana St, Pensacola, FL 32502, USA",FL,32502
453,697,"Florida Man, Randolph Moses, Darts Across Busy Highway To Escape Deputies, Still Gets Arrested","<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/04/mugshots_1024x576_1_updated.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/mugshots_1024x576_1_updated.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/mugshots_1024x576_1_updated.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />Arcade games can be fun and all, but a lot of times we're told not to try what we see in a video game in real life.",https://miami.cbslocal.com/2019/04/25/randolph-moses-darts-busy-highway-escape-deputies-arrested/,2019-04-25T15:40:56Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
454,698,Murderous Dino Bird Kills Florida Man,"Photo: Mark Baker (AP Photo)

Cassowaries are, in a few words, extremely fucked up. They are creatures that, like a great many that live either naturally or unnaturally in Florida, are categorically disinclined to coexist alongside both the past and current iterations of the human species, or any other species for that matter. They are a mix between emus, the cool-but-inaccurate velociraptors of Jurassic Park, and an extremely ornery Florida parent. They are also kings and queens that should be worshipped as the Cretaceous Period royal descendants they are.

A cassowary (it’s unclear what this particular one’s given name is) killed Marvin Hajos, a 75 year old Florida man who kept the enigmatic beast in a cage with another of the species, for “agricultural use.” The reported act of provocation and the violence that followed leading to an auction of the Murder Bird spurred a write-up in the New York Times on Wednesday. The Times did not provide the gory details of how, exactly, Murder Bird did the murder, save for the guilty party’s weapon of choice—a gotdang foot.

Advertisement

To be more specific, a foot like this:

You know what, I’m sorry. These feet are good and scary, yes. They are dinosaur-esque and unnerving and probably should not exist on the same space-time continuum as our big doughy, defenseless meat sacks of bodies haplessly waddling around the planet. Without context, these talons don’t seem much scarier than, say, an eagle’s, which are no doubt terrifying. But Murder Bird’s feet go far beyond anything the human mind can be prepared to comprehend.

Advertisement

Try this one on for scale, from a paleontologist, no less:

No, you are not looking at the foot of a velociraptor perfectly preserved in ice; this is the foot of a creature that is alive and breathing and thirsting for blood right now, at this very minute, somewhere in the world. It’s waiting, not-so-patiently, for an opportune moment to remind you, or whoever dares enters its consciousness, of the mistakes—and, more importantly, the lasting effects—of evolution. Marvin Hajos, god bless him, figuratively flew too close to this flightless beast on April 12 when he went into its cage to collect the dino eggs that this “bird” plops out. Murder Bird saw what Murder Bird sees. It saw a man. It saw its babies. It saw its claw. It saw 65 million years of instinct and training. In one fell swoop, the cassowary made a choice that had been made for it by Mother Nature eons earlier. On that day, a cassowary became Murder Bird, the protector of the realm, destroyer of men, heir to the earthly crown.

Advertisement

Murder Bird is our ruler now. Long live Murder Bird.",https://splinternews.com/murder-bird-is-our-ruler-now-1834271799,2019-04-24T15:59:00Z,Splinter,Florida Man,"8551 NW 30th Terrace, Doral, FL 33122",FL,33122
455,699,Flightless Bird That Killed Florida Man To Be Auctioned,"<img width=""150"" height=""100"" src=""https://cbsmiami.files.wordpress.com/2019/04/gettyimages-866435470.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/gettyimages-866435470.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/gettyimages-866435470.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />The exotic, flightless cassowary bird that killed a Florida man is being auctioned off with 100 other exotic animals from his same estate.",https://miami.cbslocal.com/2019/04/23/flightless-bird-killed-florida-man-marvin-hajos-auctioned/,2019-04-23T19:31:19Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
495,749,"Large, flightless bird that killed Florida man set to be auctioned","Related Headlines Man killed by large, exotic bird in Alachua County

- A large, flightless exotic bird likened to a 'living dinosaur' and infamous for killing its 75-year-old owner in Florida this month is back on the market.

The razor-clawed cassowary is one of among 100 exotic animals from the departed owner's estate going up for auction.

READ MORE @FOXNEWS

Gulf Coast Livestock Auction said in a Facebook post the auction of the killer cassowary is in accordance with the last wishes of Marvin Hajos.

""One of Marvin’s wishes were his animals be sold at auction as soon as possible,"" the group said. ""This is an absolute auction and complete dispersal of his animal collection.""

The auction is to be held Saturday at noon and is billed as featuring ""rare, odd and unusual breeds."" Members of the news media, in addition to video recording devices, are banned from the event.

""Anyone seen video taping in any capacity will be deemed trespassing and will be escorted out by security,"" a post by the group reads. ""Your video equipment may or may not be confiscated until all video recordings are distroyed (sic). Please do not comprise (sic) our position.”

Gulf Coast Livestock Auction Manager Jammi Wilson told the Gainesville Sun the business has all the licenses to proceed with the auction.

“I don’t want to talk about it,” she reportedly told the paper before hanging up. “It’s really no one’s business.”

Alachua County Sheriff's officials said Hajos had fallen April 12 when the bird attacked him. First responders rushed Hajos to a hospital, but he died from his injuries.

“Initial information indicates that this was a tragic accident for Mr. Hajos and his family,” department spokesperson Lt. Brett Rhodenizer told the Gainesville Sun.

Cassowaries are similar to emus, standing up to 6 feet tall and weighing up to 130 pounds.

""The cassowary is rightfully considered the most dangerous bird in the world,"" according to the San Diego Zoo. ""Each 3-toed foot has a dagger-like claw on the inner toe that is up to 4 inches long! The cassowary can slice open any predator or potential threat with a single swift kick.""

The animals being auctioned include two double-wattled cassowaries and five ring-tailed and ruffled lemurs.

Fish and Wildlife spokesman Robert Klepper said buyers must be licensed to legally possess the animals.

Get updates on this story at FoxNews.com

Fox News' Robert Gearty and The Associated Press contributed to this report.

",http://www.fox35orlando.com/news/local-news/large-flightless-bird-that-killed-florida-man-set-to-be-auctioned,2019-04-24T16:21:12Z,FOX 35 ORLANDO,Florida Man,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
515,774,"Large, exotic bird that killed Florida man to be auctioned","GAINESVILLE — A large, flightless bird that fatally attacked a Florida man is among about 100 exotic animals from his estate now up for auction.

The Gainesville Sun reports the Gulf Coast Livestock Auction will auction the cassowary that killed 75-year-old Marvin Hajos in accordance with his last wishes.

Alachua County Sheriff's officials say Hajos apparently fell April 12 and the bird attacked him. First responders rushed him to a hospital but he died.

Cassowaries are similar to emus, stand up to 6 feet (1.8 meters) tall and weigh up to 130 pounds (60 kilograms).

The animals being auctioned include two double-wattled cassowaries and five ring-tailed and ruffled lemurs.

Fish and Wildlife spokesman Robert Klepper said buyers must be licensed to legally possess the animals.",https://www.newsherald.com/news/20190423/large-exotic-bird-that-killed-florida-man-to-be-auctioned?rssfeed=true,2019-04-23T12:32:54Z,Panama City News Herald,Florida Man,"501 W 11th St, Panama City, FL 32401, USA",FL,32401
531,799,Deputies search for missing Florida man who is an Alzheimer's patient,"- 65-year-old Timothy Gaines is missing out of Leon County, Florida.

The Leon County Sheriff's Office posted on Facebook that they are searching for Gaines, who is an Alzheimer's patient. He is equipped with a Project Life Saver band but may have removed it. Tracking equipment has reportedly been deployed at his last known location.

Witnesses reportedly last saw Gaines walking south on Monroe Street near 8th Avenue at about 3 p.m. on Tuesday. He was wearing a black windbreaker with a green stripe across the chest, jeans, and black sneakers.

Anyone with any information on where Gaines may be is asked to call 850-606-5800.

This story was written out of Orlando, Florida.",http://www.fox35orlando.com/news/local-news/deputies-search-for-missing-florida-man-who-is-an-alzheimers-patient,2019-04-23T21:01:19Z,FOX 35 ORLANDO,Florida Man,"35 Skyline Dr, Lake Mary, FL 32746, USA",FL,32746
578,874,Florida Man In Easter Bunny Brawl Is A Fugitive & Talks About His Furry Fist Fight,"<img width=""150"" height=""84"" src=""https://cbsmiami.files.wordpress.com/2019/04/easter-bunny-brawl-.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""https://cbsmiami.files.wordpress.com/2019/04/easter-bunny-brawl-.jpg?w=150 150w, https://cbsmiami.files.wordpress.com/2019/04/easter-bunny-brawl-.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />The man in the bunny suit is speaking out. That’s right, the guy in an Easter bunny suit caught on viral video punching another man outside an Orlando nightclub Sunday night explains what happened.",https://miami.cbslocal.com/2019/04/23/florida-man-easter-bunny-brawl-furry-fist-fight/,2019-04-23T14:12:22Z,CBS Miami,Florida Man,"8900 NW 18th Terrace, Doral, FL 33172, USA",FL,33172
648,974,Florida man is Best Buy's oldest employee,"Bob Kaufman, 89, said his favorite thing to do is to get to know his customers and build a relationship with them.

Fifteen years ago, Bob Kaufman was shopping at Best Buy on South Tamiami Trail in Sarasota with his wife when they noticed a kiosk promoting working for the company.

Kaufman, who was 74 at the time and retired, certainly had the relevant experience to get a job at the big-box electronics retailer. After all, he's been working on computers since 1958 — back when they were the size of tables and used punched cards for program creation and storage. Even still, Kaufman said he was unsure that Best Buy would hire an associate in their 70s.

""I said, 'Look, I'm 74 years old. They're not going to hire me, I'm too old.' And of course I was wrong,"" he said. His wife encouraged him to apply, and the rest is history.

Today, 15 years later, the Sarasota sales associate at the University Town Center store is the oldest employee in the entire company. On Sunday, April 7, he celebrated his 89th birthday.

Related: This Florida man is the greatest investor you've never heard of

Kaufman was born in Lowell, Massachusetts, and grew up in Newton, which is right outside of Boston. After serving stateside in the Air Force Reserves during the Korean War, he worked for a family business where he sold automotive accessories and other merchandise like toys, lawn and garden supplies and electronics in 35 stores across New England. He eventually went into data processing, where he did payrolls and installed computers.

Around the time he retired at age 62, he did work on the side with a data processing company he started with someone else. They processed surveys sent to companies in the printing industry. He's been in Sarasota for 25 years.

He thinks he probably wrote thousands of computer programs back in the day.

""Computers were the size of these desks,"" Kaufman said, gesturing to the rectangular folding table in the Best Buy break room where we were having our interview. ""I can still remember somebody telling me, 'You know, some day they're going to have a computer on a desk,' and I said, 'I'll believe it when I see it.' This was even before they had tape drives, before they had disk drives and all of that.""

At Best Buy, he originally worked in the appliance department at the store on South Tamiami Trail, selling things like refrigerators, stoves, dishwashers and microwaves. Back then, if you wanted to sell computers, you had to be able to lift them, which he wasn't able to do. But that has changed, and today, his colleagues are happy to help him with the physical tasks he can't do on his own.

He transferred to the University Town Center store seven years ago and went into the computing department. Theoretically, he said, he can sell anything in the store.

""Somebody will come in and I'll greet them, and they'll say, 'You sold me a refrigerator 12 years ago.' I'll say, 'How did you like it?' and they'll say, 'Oh, we love it,'"" he said.

Among his colleagues, Kaufman said he is just one of the guys.

""Employees love working with him. You would think some of these younger kids would not want to pick up the physical aspect of what he can't do, but they don't,"" General Manager Bobby Borges said. ""They really truly enjoy working with him because I think he sets the example for all the younger kids today.""

Kaufman generally works about 12 hours a week, but he's always looking to work more, Borges said. He's also curious about learning as much as he can about new products and other things — he knows how to say ""thank you"" in 26 languages.

""When you think of our line of work, it changes more than anybody else, in retail. Not only do we all have to stay on top of it, for a gentlemen who has other things going on in his life, he's still looking, he's still hungry,"" Borges said. ""He wants more info, he's always asking for anything he can get. That's a breath of fresh air for someone who is doing it because he wants to versus he has to.""

Kaufman said his greatest joy is getting to know the customers. Everybody who comes into the store has a story to tell. Whenever he meets someone new, he asks for their name and gets to know them. They're there to buy, and he's out to help them buy what fits their needs, rather than pushing them toward any specific product.

He said he's kind of amazed at the buzz his status as the company's oldest employee has generated. The day of our interview, a co-worker told him that a blog post from Best Buy about his status as the oldest employee was being shared around the internet.

The thing is, Kaufman said, he likes what he does. He could be sitting back at his house watching television, but he doesn't want to do that.

""When you're 89 years old, how many people are you going to meet and make friends with and learn about? This way I meet hundreds of people — I just enjoy it,"" he said. ""People come in and say 'What are you doing working at your age?' I say, 'This isn't work.' You get to talk to people, I get to share a bit of my knowledge. This is what I do for fun. The nice thing is getting paid. That doesn't hurt, but it's not my primary objective, obviously.""

Laura Finaldi, the Herald-Tribune's retail and tourism reporter, can be reached at 941-361-4951 or lfinaldi@heraldtribune.com. Follow her on Twitter and Instagram @lauraefinaldi. Join her Sarasota-Manatee Retail News page on Facebook at facebook.com/groups/sarasotamanateeretail/.

This story originally published to heraldtribune.com, and was shared to other Florida newspapers in the GateHouse Media network.",https://www.nwfdailynews.com/news/20190423/florida-man-is-best-buys-oldest-employee?rssfeed=true,2019-04-23T11:25:00Z,Northwest Florida Daily News,Florida Man,"2 Eglin Pkwy NE, Fort Walton Beach, FL 32548, USA",FL,32548
741,1123,"Florida man impersonating officer pulls over undercover detective, deputies say",,http://cbs12.com/news/local/florida-man-impersonating-officer-pulls-over-undercover-detective-deputies-say,2019-04-20T16:42:11Z,WPEC,Florida Man,"1100 Fairfield Dr, West Palm Beach, FL 33407, USA",FL,33407
