,Title,Summary,Link,Time,Source,Category,Address,State,Zip
1342,Police searching for man suspected of trying to kidnap girl outside Mid-City elementary school,"- A man suspected of a ""brazen daytime attempted kidnap of a school girl'' near her elementary school in the Mid-City area of Los Angeles was sought Friday by police.

About 7:45 a.m. Thursday, the suspect approached the victim as she walked to school in the 1700 block of Vineyard Avenue and stood directly behind her, causing the victim to turn, according to a statement from the Los Angeles Police Department.

The victim attempted to continue walking to school when the suspect grabbed her backpack and said ""Let's go,'' the statement said.

The girl managed to slip out of her backpack and run to the school.

The suspect was last seen running southbound on Vineyard Avenue and out of sight. School staff searched the area for the suspect, but he was not found, the LAPD said.

Continue reading below

The suspect was described as black, between 30 and 35, 6 feet 2, with a medium build. He has curly black hair with red tips and was wearing a blue shirt and black pants, police said.

Anyone with information about this attempted kidnapping was asked to call LAPD Wilshire Division Robbery Detective D. Slater at 213-922-8217 or Crime Stoppers at 800-222-8477.

CNS contributed to this report.",http://www.foxla.com/news/local-news/man-kidnap-girl-outside-mid-city-elementary-school,2019-04-26T13:44:50Z,FOX LA,Couple,"1999 S Bundy Dr, Los Angeles, CA 90025, USA",CA,90025
1343,"Man accused of threatening, trying to kill Palm Springs police officers using car, knife","CLOSE A vigil was held for fallen Palm Springs Police officers Jose Gilbert “Gil” Vega and Lesley Zerebny in front of the Palm Springs Police Department on Sunday. The two officers died in the line of duty on Saturday. (October 9, 2016) Richard Lui/The Desert Sun

A 39-year-old man was jailed Friday morning on suspicion of assault with a deadly weapon on a police officer in Palm Springs, authorities said.

Officers responded about 8:50 p.m. Thursday to a report of a disturbance in a vehicle at an apartment complex in the 500 block of Rosa Parks Road. There, they approached a man in the driver seat of a vehicle, according to a statement from the Palm Springs Police Department.

As they neared the car, the man, identified as Roberto Mendoza, threatened the officers while holding a knife. Police said he then put the vehicle in reverse and tried to strike the officers with the vehicle.

Police surrounded Mendoza's vehicle and prevented him from escaping.

More: Jurors brought to tears as trial in Palm Springs cop-killing case begins

More: Palm Springs officers killed in line of duty will be remembered two years after tragedy

Mendoza remained in the vehicle for more than an hour before he surrendered to officers and was taken into custody on suspicion of assault with a deadly weapon on a police officer and threatening a police officer, police said.

He was booked into the Smith Correctional Facility in Banning.

No injuries were reported.

Read or Share this story: https://www.desertsun.com/story/news/crime_courts/2019/04/26/man-tried-kill-palm-springs-officers-using-car-police-say/3587958002/",http://rssfeeds.mydesert.com/~/601220478/0/palmsprings/home~Man-accused-of-threatening-trying-to-kill-Palm-Springs-police-officers-using-car-knife/,2019-04-26T12:50:42Z,Desert Sun,Couple,"750 N Gene Autry Trail, Palm Springs, CA 92262, USA",CA,92262
1344,Coyote chases down would-be thief in Downey,"DOWNEY, Calif. (KABC) -- A coyote to the rescue! But it was chasing something a lot bigger than a roadrunner!Cristy Trujillo posted video on Facebook showing a thief breaking into her step-father's car in Downey.Out of nowhere, the coyote appears and chases the guy away.You can even see the man trying to hide and checking to see if the coast is clear.",https://abc7.com/coyote-chases-down-would-be-thief-in-downey-/5271873/,2019-04-26T05:55:57Z,ABC7 Los Angeles,Couple,"500 Circle 7 Dr, Glendale, CA 91201, USA",CA,91201
1345,Trace of blood help detectives find man who smashed out a woman's car windows,,http://kmph.com/news/local/trace-of-blood-help-detectives-find-man-who-smashed-out-a-womans-car-windows,2019-04-26T03:05:25Z,KMPH,Couple,"5111 E McKinley Ave, Fresno, CA 93727, USA",CA,93727
1348,Dog Fight: Fresno Police seeking to question man in dog fighting video,,http://kmph.com/news/local/dog-fight-fresno-police-seeking-to-question-man-in-dog-fighting-video,2019-04-26T00:24:18Z,KMPH,Couple,"5111 E McKinley Ave, Fresno, CA 93727, USA",CA,93727
1363,Four things you can't miss inside Stagecoach 2019 campgrounds,"There’s nothing quite like the campgrounds at Stagecoach, and the 2019 festival doesn't disappoint.

Whether it’s an alcohol-dispensing pink flamingo mounted to bicycle handlebars or a beer-chugging party nearly a dozen tables long, the real party happens outside the festival grounds.

While the campgrounds were a beer fest Friday, campers hanging out on Saturday chilled to Willie Nelson tunes and hung out in inflatable pools to cool off in the blazing heat.

For fans checking out the campgrounds Saturday afternoon or Sunday, here are four things you're bound to come across.

Beer, beer and more beer

Many campers love to drink, and they showed it off Saturday with a few hand-made contraptions.

While most drank underneath canopies, a few new trends emerged Saturday. On several camping rows, people pooled together their folding tables about a dozen long to play their favorite drinking games.

More: At Stagecoach, Luke Bryan took mid-set shots, played golf with Phil Mickelson Friday

More: 'Family and beers, that's all we need': How to throw the ultimate Stagecoach campground party

More: Bret Michaels review: The five major moments from former Poison front man's set

A few hundred feet away, one man begged his friends to drink from a flamingo head he mounted on his bicycle handlebars. He turned his bicycle upside down but his friend didn't seem to want to imbibe.

NEWSLETTERS Get the Coachella 2019 newsletter delivered to your inbox We're sorry, but something went wrong Get an exclusive look at the history of the festival and stay up to date ahead of the 20th anniversary event. Please try again soon, or contact Customer Service at 1-800-834-6052. Delivery: Invalid email address Thank you! You're almost signed up for Coachella 2019 Keep an eye out for an email to confirm your newsletter registration. More newsletters

Another man shot a cool, brown liquid from his squirt gun at passersby. The sticky substance must have been beer, right?

Waving flags

Flags of all types fly high over the campground during the Stagecoach country music festival in Indio, Calif. on April 27, 2019. (Photo: Denise Goolsby/Special to The Desert Sun)

No, Stagecoach is not Glastonbury, but it’s a close second. For every beer party, there's an RV with flags mounted on the roof.

Yes, there's Confederate flags mixed with ""Don't Tread On Me.""

But Stagecoach campers also have unique taste, as evidenced by the flags showcasing the Los Angeles Rams, Jack Daniel's, Capital Records and ""Dilly Dilly,"" the popular Bud Light refrain.

Cops

Unlike at Coachella, Stagecoach campgrounds have a heavy police presence.

Officers in patrol cars and SUVs routinely drove up and down each of the rows while keeping an eye on the parties.

So if you're trying to do anything foolish, it's probably going to be hard to get away with it.

Cowboy bird

Buy Photo A stuffed bird dressed as a cowboy hung out Saturday in the campgrounds. (Photo: Shane Newell, The Desert Sun)

One of the oddest things found in the campgrounds was a stuffed bird dressed as a cowboy with a hat football and on its head. Its owner tucked him inside a white picket fence and left him out for the world to see.

Shane Newell covers breaking news and the western Coachella Valley cities of Palm Springs, Cathedral City and Desert Hot Springs. He can be reached at Shane.Newell@DesertSun.com, (760) 778-4649 or on Twitter at @journoshane

Read or Share this story: https://www.desertsun.com/story/life/entertainment/music/stagecoach/2019/04/27/four-things-you-cant-miss-inside-stagecoach-festival-2019-campgrounds/3602222002/",http://rssfeeds.mydesert.com/~/601268570/0/palmsprings/home~Four-things-you-canapost-miss-inside-Stagecoach-campgrounds/,2019-04-27T22:06:56Z,Desert Sun,Couple,"750 N Gene Autry Trail, Palm Springs, CA 92262, USA",CA,92262
1364,"Mayor: 1 killed, 3 injured in Passover 'hate crime' near San Diego","Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Two people hug as another talks to a San Diego County Sheriff's deputy outside of the Chabad of Poway Synagogue Saturday, April 27, 2019, in Poway, Calif. (AP Photo/Denis Poroy)

Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. Two people hug as another talks to a San Diego County Sheriff's deputy outside of the Chabad of Poway Synagogue Saturday, April 27, 2019, in Poway, Calif. (AP Photo/Denis Poroy)

SAN DIEGO (CNN) - A man was in custody after a shooting at a synagogue in the California city of Poway left at least one person dead and several others wounded, Mayor Steve Vaus said Saturday.

The shooting, which Vaus described as a possible hate crime, occurred at Congregation Chabad on the last day of Passover.

The Palomar Medical Center Poway received four patients from the shooting, according to a hospital spokeswoman.

Vaus said the three people who were wounded have non-life-threatening injuries.

He said he considered it a hate crime ""because of statements that were made when the shooter entered.""

The mayor said the congregation was targeted by ""someone with hate in their heart ... towards our Jewish community and that just will not stand."" The congregaton ""took security very seriously,"" he said.

""I also understand from folks on the scene that this shooter was engaged by people in the congregation and those brave people certainly prevented this from being a much worse tragedy,"" Vaus told CNN.

Congregation member Minoo Anvari, who said her husband witnessed the shooting, said the rabbi called for unity and prayed for peace even after getting shot.

""Rabbi said, 'We are united,'"" said Anvari, a refugee from Iran.

""This is something bad (that) is happening all over. And we have to believe that this bad thing is real and we don't have to ignore it. We have to open our eyes. He prayed for peace. I respect him -- even in spite of being injured he refused to go to hospital and he spoke. And he finished his speech and he then left the synagogue.""

Anvari said her husband told her the shooter was screaming and cursing when he opened fire.

A witness told CNN affiliate KGTV there were six or seven shots followed by screams and then another volley of shots. The witness said the wounded rabbi tried to calm the gunman and members of the congregation.

The San Diego Police Department is assisting sheriff's deputies with the incident, according to a tweet from Chief David Nisleit.

""No known threats however in an abundance of caution, we will be providing extra patrol at places of worship,"" Nisleit said.

Deputies were called to the synagogue about 11:30 a.m. (2:30 p.m. ET). The synagogue's Facebook page said a Passover celebration was scheduled for 11 a.m.

Passover, one of the holiest Jewish celebrations of the year, ends Saturday.

The incident comes months six months to the day after the shooting at the Tree of Life synagogue in Pittsburgh.

On October 27, Robert Bowers stormed the synagogue, killing 11 people in what the Anti-Defamation League said was the deadliest anti-Semitic attack in US history.A federal law enforcement official said at the time that Bowers made anti-Semitic statements during the shooting and targeted Jews on social media.

The Chabad of Poway website said the congregation is a center for Jewish people of all backgrounds. It was established in 1986.

Poway, about 20 miles north of San Diego, has about 48,000 residents. It is an upper-middle-class community that calls itself ""The City in the Country."" The city website said it has one of the lowest crime rates in the state.

For live, local news, download the KRONon app. It lets you watch commercial-free the Bay Area's Local News Station on multiple streaming devices.

Click here to subscribe for a free 7-day trial

WHAT OTHERS ARE CLICKING ON:

>>MORE STORIES",http://www.kron4.com/news/california/mayor-1-killed-3-injured-in-passover-hate-crime-near-san-diego/1959630711,2019-04-27T21:55:06Z,KRON,Couple,"766 3rd Ave, San Francisco, CA 94118, USA",CA,94118
1366,Suspect at Large Following Fatal Shooting at People’s Park in Berkeley,"<img width=""150"" height=""84"" src=""http://cbssanfran.files.wordpress.com/2019/04/peepark-fatal_map.jpg?w=150"" class=""attachment-thumbnail size-thumbnail wp-post-image"" alt="""" srcset=""http://cbssanfran.files.wordpress.com/2019/04/peepark-fatal_map.jpg?w=150 150w, http://cbssanfran.files.wordpress.com/2019/04/peepark-fatal_map.jpg?w=300 300w"" sizes=""(max-width: 150px) 100vw, 150px"" />A man died after he was shot at People's Park in Berkeley Friday afternoon, University of California at Berkeley police said.",http://sanfrancisco.cbslocal.com/2019/04/26/shooting-friday-afternoon-peoples-park-berkeley/,2019-04-27T03:51:16Z,CBS San Francisco,Couple,"865 Battery St, San Francisco, CA 94111, USA",CA,94111
1367,Power outage hits Hilltop Drive area in Redding,"CLOSE Friday night power outage in Hilltop Drive area Mike Chapman, Wochit

A power outage Friday night is affecting residents and some businesses along Hilltop Drive in Redding.

The electricity is off on Hilltop from Lake Boulevard to Mercedes Lane and from Browning Street to Palisades Avenue.

Check back for updates.

More: Sheriff: Man 'thrashed sword around in the middle of Dersch Road'

More: Winter's snowfall damage left Northern California at risk for wildfires

More: Redding duo charged in Botox case — and salon owner who wasn't charged — now being sued

Read or Share this story: https://www.redding.com/story/news/2019/04/26/power-outage-hits-hilltop-drive-area-redding/3597751002/",http://rssfeeds.redding.com/~/601238250/0/redding/home~Power-outage-hits-Hilltop-Drive-area-in-Redding/,2019-04-27T02:04:11Z,Redding Record Searchlight,Couple,"1101 Twin View Blvd, Redding, CA 96003, USA",CA,96003
1368,"Man steals $18,000 sculpture from Palm Desert pet and people spa on Easter morning","CLOSE Here are some examples of Coachella Valley crimes that involved unusual circumstances. They involves calves, wigs and other oddities. Colin Atagi/The Desert Sun

An $18,000 fountain sculpture was stolen from a Palm Desert luxury spa for people and pets on Easter, according to its owner.

Lindi Biggi, who owns the spa Venus de Fido, said the sculpture was stolen between 4 a.m. and 5 a.m. The sculpture, which was bolted to the ground and weighed at least 70 pounds, was stolen by a man who fled with it on a bicycle.

""It’s irreplaceable,"" she said, adding there are only about 25 of the sculptures in the world.

An $18,000 sculpture was stolen from Venus de Fido on Easter morning, according to owner Lindi Biggi. (Photo: Courtesy of Venus de Fido)

More: Palm Desert cafe caters to pet lovers

More: Four sand cat kittens born at The Living Desert. Check out the pics

Biggi said she will give $1,000 to anyone who returns the undamaged sculpture to her.

""It’s the prettiest piece in town,"" she said.

It's not the first time vandals have stolen from Biggi's business.

Thieves have previously nabbed a golf cart, dog statue, 9-foot skeleton, car radios and generators, she said.

Biggi filed a report with the Riverside County Sheriff's Department. Based on surveillance footage, she said the man who stole the sculpture may have also stolen the skeleton.

A man stole an $18,000 sculpture from a Palm Desert business and fled on a bicycle. (Photo: Courtesy of Venus de Fido)

Shane Newell covers breaking news and the western Coachella Valley cities of Palm Springs, Cathedral City and Desert Hot Springs. He can be reached at Shane.Newell@DesertSun.com, (760) 778-4649 or on Twitter at @journoshane

Read or Share this story: https://www.desertsun.com/story/news/crime_courts/2019/04/26/man-steals-18-000-sculpture-palm-deserts-venus-de-fido/3583743002/",http://rssfeeds.mydesert.com/~/601229058/0/palmsprings/home~Man-steals-sculpture-from-Palm-Desert-pet-and-people-spa-on-Easter-morning/,2019-04-26T17:35:40Z,Desert Sun,Couple,"750 N Gene Autry Trail, Palm Springs, CA 92262, USA",CA,92262
1369,Man injured in Nipsey Hussle shooting: 'Justice has been done' following arrest for alleged parole violation,"The man injured in the shooting that killed Nipsey Hussle said he was ""shook up"" but grateful for the outpouring of support from the Los Angeles community following his release from jail for an alleged parole violation.",https://abc7.com/man-injured-in-nipsey-hussle-shooting-speaks-out-following-arrest-for-parole-violation/5268526/,2019-04-25T00:12:36Z,ABC7 Los Angeles,Couple,"500 Circle 7 Dr, Glendale, CA 91201, USA",CA,91201
1370,DA's office: Man found guilty of 2nd degree murder in deadly crash,,http://bakersfieldnow.com/news/local/das-office-man-found-guilty-of-2nd-degree-murder-in-deadly-crash,2019-04-24T22:28:16Z,KBAK,Couple,"1901 Westwind Dr, Bakersfield, CA 93301, USA",CA,93301
1371,Bear mauls man in mountains near Sierra Madre,"A man who was sleeping in the mountains near Sierra Madre was injured in a bear attack Tuesday night, authorities said.",https://abc7.com/pets-animals/bear-mauls-man-in-mountains-near-sierra-madre/5268917/,2019-04-24T21:10:55Z,ABC7 Los Angeles,Couple,"500 Circle 7 Dr, Glendale, CA 91201, USA",CA,91201
1372,"Man injured in Nipsey Hussle shooting, Kerry Lathan, to hold news conference",The man injured in the shooting that killed Nipsey Hussle is expected to hold a news conference on Wednesday.,https://abc7.com/man-injured-in-nipsey-hussle-shooting-to-hold-news-conference/5268526/,2019-04-24T17:47:46Z,ABC7 Los Angeles,Couple,"500 Circle 7 Dr, Glendale, CA 91201, USA",CA,91201
1380,"Tom Jones channels Elvis, Prince during Stagecoach set. Which is to say, he's still got it","He's 78 and he's from Wales. Not exactly emitting the bro country vibe of Luke Bryan, Sam Hunt and Jason Aldean, but when you're a legend like Tom Jones, you can put on a show anywhere.

And that's exactly what he did Sunday night in the Palomino tent.

""They say Tom Jones isn't country,"" he said to the crowd. ""Well I'm not from the city, I can tell you that.""

Here are five takeaways from Jones' impressive hour-and-10-minute set at Stagecoach on Sunday.

More: Stagecoach rolls to satisfying end, while some fans call for larger second stage

More: Lynyrd Skynyrd at Stagecoach: 3 things you need to know about the set

Good stories

A lot of today's country stars have music stories that start out like, ""Well, when I finished second on 'The Voice,' I got to work with Blake Shelton.""

Tom Jones' stories are a little different.

Like the one he told about when he and Elvis were often playing on the same nights in Vegas and when each of their shows were over, they would go back to the hotel room and just sing gospel songs together.

Lame. Was Jones or Elvis ever even on a reality show?

Buy Photo Tom Jones performs at the Stagecoach country music festival, Indio, Calif., April 28, 2019. (Photo: Zoë Meyers/The Desert Sun)

Gospel heavy

Speaking of gospel, like the song ""God's Gonna Cut You Down,"" which he and Elvis played together, most of the first half of Jones' set Sunday was gospel music.

He came out in a black suit, the coat with thick green pin stripes, and he took the crowd to church, starting with ""Burning Hell"" and ""Did Trouble Me."" Gospel has been a staple of Jones' recent music, but it was still interesting to see how gospel-heavy his set really was. It was nice.

The hits finally came

His set hit a crossover point in the middle when he started sing his subtly titled ""Sex Bomb"" in a slow gospel style, before the band kicked in and flipped the switch to rock 'n' roll. The crowd went nuts when the song was over.

All night, Jones had a consistently loud, clear and powerful voice and an accompanying band to match.

He also played crowd favorites ""Delilah,"" ""It's Not Unusual"" and, the one that had the most oomph behind it, ""You Can Leave Your Hat On."" Sorry ""What's New Pussycat"" fans, it didn't happen.

Princely finish

One of his closing numbers was the song that's really been one of his biggest hits of the last two decades, and that's his cover of Prince's song ""Kiss.""

I was eager to see if he would go Prince-level crazy on that one ""Ain't no particular sign I'm more compatible with"" moment, but he played it cool instead. There was also some great brass moments during the song. A crowd-pleaser.

Final verdict: impressed

Jones said this was his second time at Stagecoach. He also came to see his friend Jerry Lee Lewis two years ago. Unlike Jerry Lee, who needed help getting on and off the stage, Jones is still uber-vibrant. This was not a fun stroll down memory lane, this was an impressive vocal performance by a man who feels like he still has several good years left in him.

Shad Powers is a columnist for The Desert Sun. Reach him at shad.powers@desertsun.com.

Read or Share this story: https://www.desertsun.com/story/life/entertainment/music/stagecoach/2019/04/28/tom-jones-channels-elvis-prince-during-impressive-stagecoach-2019-set/3612422002/",http://rssfeeds.mydesert.com/~/601326454/0/palmsprings/home~Tom-Jones-channels-Elvis-Prince-during-Stagecoach-set-Which-is-to-say-heaposs-still-got-it/,2019-04-29T00:14:49Z,Desert Sun,Couple,"750 N Gene Autry Trail, Palm Springs, CA 92262, USA",CA,92262
1385,Top Property: Walther Way in Brentwood,"- Grab your suit! We’re heading to 694 Walther Way in Brentwood where it’s hard to resist the zero edge waterfall pool in the resort-like backyard that also includes a sport court and cabana.

The new construction 9,000 sq. ft. warm, contemporary home was designed and developed by Ramtin Ray Nosrati of Hungtington Estate Properties, who provides Marla Tellez with the Top Property tour.

From the rooftop deck, where you can see both the ocean and the Getty, to the underground 3,000 sq. ft. “man cave,” the home is four stories.

It has six bedrooms, eight bathrooms, and embraces an open floor plan and indoor-outdoor lifestyle throughout. Other amenities include a screening room, built-in bar, eco-smart fireplaces, and celebrity artwork. On the day we visited, Realism Pop Artist, Tiffanie Anderson, was finishing her life-size tribute pieces to late rapper, Nipsey Hussle.

At the end of the tour, things got a little competitive between Marla and Nosrati on that sport court. A basketball shootout ends with loser jumping in the pool. Somehow, they both ended up underwater and report back, “the pool works.”



As for the asking price for Nosrati’s latest splash hit: $14,900,000.



Continue reading below",http://www.foxla.com/news/top-property/top-property-walther-way-in-brentwood,2019-04-27T03:59:04Z,FOX LA,Couple,"1999 S Bundy Dr, Los Angeles, CA 90025, USA",CA,90025
1386,Kings County Sheriff's Office releases details leading up to fatal deputy-involved shooting,"Related headlines: Suspect shot and killed by Kings County deputy after chase

KINGS COUNTY, California - The Kings County Sheriff's Office released details that led up to the fatal deputy-involved shooting of a 23-year-old man Thursday night, who they say was on a multi-day crime spree.

Around 10 p.m., a deputy observed a vehicle in the area of 19th Avenue and Highway 198 that matched the description of a vehicle connected to a Fresno County Sheriff's Office case.

A deputy tried to stop the suspect, now identified as Blayne Erwin Morris, 23, but he wouldn't pull over. Along with the Kings County Sheriff's Office, the Lemoore Police Department, the Avenal Police Department, and the California Highway Patrol ground and air units chased the vehicle.

The chase ended in the area west of Gale Avenue and Avenal Cutoff Road where he was found about an hour later laying in a field. As a deputy approached him once caught by a K-9 officer, he rolled over, aimed a gun at a deputy and was shot once.

""The weapon possessed by the suspect was a large caliber handgun loaded with 6 bullets with the cocking mechanism cocked to the full open position ready to be fired,"" described the sheriff's office.

EMS arrived on scene and pronounced him dead. Four deputies involved in the incident have been placed on administrative leave, the sheriff's office confirms.

Deputies say Morris had been on a multi-day crime spree around Fresno and San Benito counties. He allegedly stole at least two trucks, a trailer and several pieces of farm and ag equipment.

He also stole a rifle, according to deputies, and used it to shoot a property owner who had tried to stop him in the middle of one of his thefts in San Benito.

Several law enforcement agencies are investigating the crimes and incident.

---

For local and breaking news, and to get weather alerts, download our FREE mobile app from the Apple App Store or the Google Play Store.",http://www.yourcentralvalley.com/crime/kings-county-sheriff-s-office-releases-details-leading-up-to-fatal-deputy-involved-shooting/1957604580,2019-04-26T23:26:59Z,YOURCENTRALVALLEY,Couple,"5035 E McKinley Ave, Fresno, CA 93727, USA",CA,93727
1387,"'It was all bad,' Man shot alongside Nipsey Hussle breaks his silence","Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. FILE - This March 29, 2018 file photo shows rapper Nipsey Hussle at an NBA basketball game between the Golden State Warriors and the Milwaukee Bucks in Oakland, Calif. (AP Photo/Marcio Jose Sanchez, File)

Copyright 2019 Nexstar Broadcasting, Inc. All rights reserved. This material may not be published, broadcast, rewritten, or redistributed. FILE - This March 29, 2018 file photo shows rapper Nipsey Hussle at an NBA basketball game between the Golden State Warriors and the Milwaukee Bucks in Oakland, Calif. (AP Photo/Marcio Jose Sanchez, File)

LOS ANGELES (CNN) - The man who was wounded -- and later jailed -- in a shooting that took the life of rapper Nipsey Hussle has broken his silence.

According to CNN affiliate KCAL, Kerry Lathan, 56, is seeking housing after being one of two men wounded in a shooting during which the 33-year-old musical artist, activist and entrepreneur was killed.

On Wednesday, Lathan appeared at a news conference in Los Angeles in a wheelchair.

He said he was at Hussle's The Marathon Clothing store in Los Angeles to pick up an item of clothing when bullets flew in the parking lot next to the shop.

""[Hussle] told me that he would have the shirt that I needed next week and I said okay,"" Lathan said. ""And as I turned it was all bad.""

He gave an update on his condition since the shooting.

""I have a bullet in my back. Fragment in it broke off near my spine,"" Lathan said. ""They say if we take it out, there's a possibility you could be paralyzed.""

He also discussed being arrested days after the shooting.

Lathan had been released on parole seven months ago after serving about 25 years for murder. He was arrested and accused of violating his parole by associating with a gang member because Hussle was a member of the Rollin 60s Neighborhood Crips.

Police said Lathan's phone contained photos of him posing with men throwing the Rollin 60s gang sign.

Lathan said during the press conference that he ""didn't have no idea of any of that.""

""I know they said [Hussle] was a Rolling 60s. That's not what he is today,"" Lathan said. ""He's a celebrity. I took a picture with a celebrity. I met him once, took a selfie.""

After reviewing the incident, the California Department of Corrections and Rehabilitation determined it was merely a ""technical violation,"" requested the petition be dismissed and Lathan was released 12 days after his arrest.

Eric Holder has been arrested as the alleged shooter and is charged with murder, two counts of attempted murder and possession of a firearm by a felon.

He is being held on $5 million bail and is scheduled to be back in court May 10.

For live, local news, download the KRONon app. It lets you watch commercial-free the Bay Area's Local News Station on multiple streaming devices.

Click here to subscribe for a free 7-day trial

WHAT OTHERS ARE CLICKING ON:

>>MORE STORIES",http://www.kron4.com/news/-it-was-all-bad-man-shot-alongside-nipsey-hussle-breaks-his-silence/1957014494,2019-04-26T19:56:37Z,KRON,Couple,"766 3rd Ave, San Francisco, CA 94118, USA",CA,94118
1392,Blood match helps Tulare County detectives catch suspected assailant,"CLOSE Elizabeth Holmes, the CEO of a company promising revolutionary blood testing by taking just a finger prick for multiple blood tests, was charged with fraud. USA TODAY

Silvestre Zavala Pimentel (Photo: Tulare County Sheriff's Department)

A Valley man accused of assaulting a woman left behind a specific clue that ultimately led to his capture — blood.

After a five-month investigation, Tulare County detectives say a positive blood match helped them land their man.

At 3:42 a.m. on Dec. 2, deputies were called to the Ducor Handy Market at Avenue 56 and Highway 65.

A woman had been attacked.

When deputies arrived, they spoke to the woman. She was crying. She said someone driving a pickup truck rammed into her car several times while she was on her way to Porterville from Delano.

The woman lost control of her car. While she was stopped, a man got out of the truck and tried to get into her car through the driver's side door, she told deputies.

At one point, he used a hammer to smash the window and ended up cutting himself. The woman sped away before the suspect could reach her, deputies said.

More: Decades of sexual assault lands Tulare County man in prison

More: 6-year-old Visalia girl molested after stepping off school bus

The suspect left blood on the car. It was later tested by the Department of Justice.

A match recently came back.

On Thursday, Tulare County detectives and Delano police served a search warrant at a home in the 1110 block of Freemont Street in Delano.

Evidence found at the home led detectives to a second home in the 800 block of Maria Way. Silvestre Zavala Pimentel was living at the home.

Detectives searched the home and interviewed the 40-year-old Delano man. Pimentel was later arrested in connection to the assault.

Detectives didn't say what evidence, other than the blood sample, linked Pimentel to the December incident or what the motive was.

He was booked into Tulare County Pretrial Facility on suspicion of assault with a deadly weapon. His bail was set at $50,000.

Anyone with information about this case is urged to call Detective Scott O’Neill at 1-800-808-0488 or anonymously at tcso@tipnow.com or by text or voicemail at 725-4194.

Sheyanne Romero covers Tulare County public safety, local government and business for the Visalia Times-Delta and Tulare Advance-Register newspapers. Follow her on Twitter @sheyanne_VTD. Get alerts and keep up on all things Tulare County for as little as $1 a month. Subscribe today.

Read or Share this story: https://www.visaliatimesdelta.com/story/news/2019/04/26/blood-match-helps-tulare-county-detectives-catch-suspected-assailant/3586586002/",http://rssfeeds.visaliatimesdelta.com/~/601222762/0/visalia/news~Blood-match-helps-Tulare-County-detectives-catch-suspected-assailant/,2019-04-26T14:12:08Z,Visalia Times-Delta and Tulare Advance-Register,Couple,"388 E Cross Ave, Tulare, CA 93274, USA",CA,93274
1395,"22-year-old man crashes into dark field, his body was found the next morning by a driver","TULARE, California - Authorities with the Tulare Police Department are piecing together what lead up to a fatal, rollover crash Tuesday night.

At around midnight, neighbors in the area of Laspina Street and Paige Avenue heard tires screeching, but no one saw what happened, according to police.

At 6 a.m., officers found the crash site and learned a 22-year-old man was ejected from the car and was dead for at least 2 hours.

The man's car was found in a dark field, making it hard to be seen by passing cars. Police say the person who reported the crash after seeing the scene on his way to work.

Police believe speed is a factor in the crash, and the driver may have lost control and hit the center median.

The victim has not been identified.

---

For local and breaking news, and to get weather alerts, download our FREE mobile app from the Apple App Store or the Google Play Store.",http://www.yourcentralvalley.com/news/local-news/22-year-old-man-crashes-into-dark-field-his-body-was-found-the-next-morning-by-a-driver/1954256714,2019-04-25T22:25:00Z,YOURCENTRALVALLEY,Couple,"5035 E McKinley Ave, Fresno, CA 93727, USA",CA,93727
